T497	N989	0.048770575499285984
T8836	N6164	0.09516258196404048
T2421	N2136	0.048770575499285984
T5737	N3906	0.048770575499285984
T1272	N996	0.048770575499285984
T1100	N846	0.048770575499285984
T8704	N6027	0.048770575499285984
T8161	N5513	0.048770575499285984
T9134	N6562	0.048770575499285984
T2880	N2591	0.048770575499285984
T5884	N6031	0.048770575499285984
T1192	N933	0.048770575499285984
T396	N321	0.048770575499285984
T4265	N2987	0.048770575499285984
T626	N511	0.09516258196404048
T5898	N4103	0.048770575499285984
T8319	N5687	0.048770575499285984
T1651	N6519	0.048770575499285984
T1145	N895	0.048770575499285984
T6410	N4427	0.048770575499285984
T2947	N2591	0.048770575499285984
T5596	N3728	0.048770575499285984
T6634	N4647	0.048770575499285984
T6735	N4769	0.048770575499285984
T6634	N4646	0.048770575499285984
T4705	N3198	0.048770575499285984
T2283	N1995	0.048770575499285984
T9303	N6646	0.09516258196404048
T2634	N2697	0.048770575499285984
T7768	N1196	0.048770575499285984
T2094	N1865	0.048770575499285984
T8925	N6881	0.048770575499285984
T5489	N3542	0.048770575499285984
T9435	N6821	0.048770575499285984
T9421	N6808	0.048770575499285984
T8142	N5527	0.048770575499285984
T3020	N2591	0.09516258196404048
T4263	N2987	0.048770575499285984
T6353	N4364	0.048770575499285984
T281	N172	0.048770575499285984
T2690	N2449	0.048770575499285984
T4187	N2921	0.048770575499285984
T4216	N2937	0.09516258196404048
T1351	N1059	0.048770575499285984
T4714	N3084	0.048770575499285984
T4465	N3121	0.09516258196404048
T2767	N2543	0.048770575499285984
T8420	N5737	0.048770575499285984
T789	N2985	0.048770575499285984
T943	N723	0.048770575499285984
T5000	N3327	0.048770575499285984
T4578	N3137	0.09516258196404048
T5926	N4132	0.048770575499285984
T8925	N6853	0.048770575499285984
T3765	N2729	0.048770575499285984
T7775	N1196	0.048770575499285984
T3765	N2723	0.048770575499285984
T1349	N3541	0.048770575499285984
T3069	N2591	0.048770575499285984
T6676	N4694	0.048770575499285984
T378	N4731	0.048770575499285984
T5167	N3487	0.048770575499285984
T1403	N1678	0.048770575499285984
T5167	N3485	0.048770575499285984
T1342	N4411	0.048770575499285984
T6697	N4713	0.048770575499285984
T4931	N3309	0.048770575499285984
T981	N742	0.048770575499285984
T3370	N2591	0.048770575499285984
T1962	N1733	0.048770575499285984
T1014	N762	0.048770575499285984
T1371	N1073	0.048770575499285984
T426	N1349	0.09516258196404048
T7086	N5105	0.048770575499285984
T922	N5604	0.048770575499285984
T3089	N2623	0.048770575499285984
T6811	N4769	0.048770575499285984
T1545	N1262	0.09516258196404048
T7996	N5302	0.048770575499285984
T4843	N3249	0.048770575499285984
T4332	N3029	0.048770575499285984
T1459	N1164	0.09516258196404048
T7093	N5043	0.048770575499285984
T4919	N3303	0.048770575499285984
T1943	N1711	0.048770575499285984
T4843	N3250	0.048770575499285984
T5751	N3919	0.048770575499285984
T414	N6698	0.048770575499285984
T274	N6464	0.048770575499285984
T3864	N2762	0.048770575499285984
T3553	N2591	0.048770575499285984
T4908	N3309	0.048770575499285984
T8756	N6077	0.048770575499285984
T7586	N1196	0.048770575499285984
T1649	N1776	0.048770575499285984
T877	N4590	0.048770575499285984
T623	N6177	0.048770575499285984
T8798	N6118	0.048770575499285984
T4910	N3299	0.1392920235749422
T5834	N4035	0.048770575499285984
T7757	N1196	0.048770575499285984
T4600	N5328	0.048770575499285984
T1059	N808	0.048770575499285984
T9283	N6640	0.048770575499285984
T6511	N4565	0.048770575499285984
T5618	N4460	0.048770575499285984
T847	N655	0.048770575499285984
T1135	N884	0.048770575499285984
T6820	N4769	0.048770575499285984
T5808	N4007	0.048770575499285984
T769	N1125	0.18126924692201818
T5533	N4013	0.048770575499285984
T6129	N4193	0.048770575499285984
